"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[h]"     ,     "rms[k]"     ,     "rms[w]"     ,  "rms[rho*Y_0]"  ,"LinSolIter",    "LinSolRes"   ,"LinSolIterTurb",  "LinSolResTurb" ,"LinSolIterSpecies","LinSolResSpecies", "Avg_TotalPress" ,  "Avg_Species_0" ,"Species_Variance","Avg_TotalPress(inlet_gas)","Avg_TotalPress(inlet_air)","Avg_TotalPress(outlet)","Avg_Species_0(inlet_gas)","Avg_Species_0(inlet_air)","Avg_Species_0(outlet)","Species_Variance(inlet_gas)","Species_Variance(inlet_air)","Species_Variance(outlet)"
          0,           0,          16,-3.257034231044867,-1.162282799077495,-2.230069337976304, 1.441968737900225,-1.733582244957866, 1.260008531628159,-3.983109284967775,           5,-1.617698026220667,               5,-4.893396248462463,                  5,-2.816267901975874, 8464.514943864713, 1.060172741347751,0.01284844371966905,          4357.147588651915,          3010.741482630253,       1096.625872582546,         1.034229080959956,      0.006309102820080566,    0.01963455756771428,           0.0045155062496402,         0.008275536509867327,     5.740096016152342e-05
          0,           0,          17,-3.309234471115671,-1.236415104811097,-2.241617502172881, 1.403250138893293,-1.683193252553419, 1.259435124635587,-3.995758289794499,           5,-1.855713121604947,               5,-4.784426080914028,                  5,-2.741161791979951,  8283.03520143381, 1.038803472457434,0.01352997637074977,          4412.115702721656,          2892.598050009442,       978.3214487027111,         1.018661791167609,      0.006336742767598627,    0.01380493852222659,         0.005154739869248386,         0.008333840379936751,     4.139612156463663e-05
          0,           0,          18,-3.401574568711415,-1.331642474612078,-2.728049522646411, 1.383211185533267,-1.660215175690705, 1.225225688761744,-4.009107639490743,           5,-1.625245426222683,               5,-4.656047736236505,                  5,-2.678138651562645, 7762.367390403655, 1.025010906633276,0.01202278572299034,          4278.708141023869,          2595.109357730371,       888.5498916494156,         1.002780593446131,      0.006171227470033731,    0.01605908571711135,         0.004205704957521031,         0.007775176130007125,     4.190463546218422e-05
          0,           0,          19,-3.449042787901005,-1.387348928135129,-2.586541104742041, 1.391233741330291,-1.673647914208577, 1.176073492624857,-4.022529309737371,           5,-1.410967638368634,               5,-4.540008069399126,                  5,-2.624791136882553, 6895.278794276286, 1.013736493976265,0.009097539612910167,          3968.599224027595,          2140.996300120413,       785.6832701282771,        0.9854383021701352,      0.005779490299742629,    0.02251870150638768,         0.002311789262812378,         0.006736507710768478,     4.924263932931196e-05
          0,           0,          20,-3.450016355813383,-1.388638598973376,-2.437359494382906, 1.418811030605594,-1.709488531008256, 1.112657002003435,-4.044889392959957,           5, -1.30212390335406,               5,-4.438882941889346,                  5,-2.590773215376736, 5714.687247388188, 1.003414527652741,0.006104315213059071,          3494.202209964826,          1566.817656466733,        653.667380956629,        0.9680286039655474,      0.005221863099848212,    0.03016406058734507,        0.0005872614124238631,         0.005460406096766728,     5.664770386848085e-05
          0,           0,          21,  -3.4275655323751,-1.358639624325841,-2.405551163220504, 1.451403078775636,-1.782983289194997, 1.012930342184347,-4.085058081260025,           5,-1.197110621881182,               5,-4.334737920595376,                  5,-2.558089200663216, 4333.438261656544,0.9956248735603962,0.004303736909692671,          2903.557092453445,          935.8492148597073,       494.0319543433907,        0.9540892927645891,      0.004606295607216179,    0.03692928518859093,        7.384534182271359e-06,         0.004233762738211453,     6.258963729894668e-05
          0,           0,          22,-3.415381111384341,-1.338069732650629,-2.457638578648472, 1.466647448764213,-1.886765473625352,0.8716569962264313,-4.142144406520039,           5,-1.133378827353942,               5,-4.224472702415334,                  5,-2.502327039748329, 2908.467498632833,0.9928115691986362,0.00413619861720555,          2272.826615350826,          316.1460089290387,       319.4948743529685,        0.9469385225816207,      0.004038035040198787,    0.04183501157681666,        0.0008158645390808293,         0.003247374494832107,     7.295958329261439e-05
          0,           0,          23,-3.435328832431415,-1.350477143569467,-2.402777564425663, 1.450120329273841,-1.948339341165321,0.7602027310697899,-4.197814145986328,           5,-1.127908183172824,               5,-4.152528383023498,                  5,-2.480246164992425, 1559.984761032661,0.9937722715767862,0.005205835644425034,          1667.099260530992,         -248.9975613315389,        141.883061833208,        0.9453068762366502,      0.003571382229925132,    0.04489401311021075,         0.002572806130335452,         0.002538154506643644,      9.48750074459387e-05
          0,           0,          24,-3.478295794834155,-1.392685789056008,-2.357973460647914, 1.415365474005051,-1.974836594772491,0.7077158996255385,-4.247302098517701,           5,-1.134197933602494,               5,-4.104795321161925,                  5,-2.482446339403098, 386.9206870425631,0.9962978199992599,0.006874179188416618,          1131.705410066627,         -720.8198100840665,      -23.96491293999722,         0.946583331877056,      0.003206173350570919,    0.04650831477163302,         0.004698932439308416,          0.00204696006515986,     0.0001282866839483412
          0,           0,          25,-3.532275793462065,-1.448700168449853,-2.383548162905283, 1.374011487880733,-1.950257440392509,0.7219415518599127,-4.291668209020572,           5, -1.15821708933868,               5,-4.077036740085424,                  5,-2.478747333415778,-553.8478672730207, 1.000005723527205,0.008667287742473082,          688.1042492244831,          -1077.85197579995,      -164.1001406975535,        0.9499750722446562,      0.002931577112926881,    0.04709907416962195,         0.006781986162816314,         0.001716439522412727,     0.0001688620572440416
          0,           0,          26,-3.593025972147773,-1.509089692893475,-2.461029295161074, 1.327514822518049, -1.89483751980232,0.7681474266303432,-4.327367562408888,           5,-1.213702055921238,               5,-4.071127823624397,                  5,-2.442410698080278,-1228.225864628768, 1.005161988055058,0.01030030507465273,          351.9705882417446,         -1310.641711316707,      -269.5547415538059,        0.9553860166149766,      0.002736480534211788,    0.04703949090586999,         0.008583071558099897,         0.001504300856853878,     0.0002129326596989576
          0,           0,          27,-3.653844435244439,-1.563779882444653,-2.583925038208639, 1.277913379186524,-1.842987635364904,0.8048203559818281,-4.353040624989131,           5,-1.310154085778556,               5,-4.059866128424918,                  5,-2.369162695117069,-1620.076792327563, 1.011657358914655,0.01159237066287075,          134.4110908878477,         -1418.690121459761,        -335.79776175565,        0.9624326713681247,      0.002612312500856868,    0.04661237504567319,         0.009951244431059802,         0.001382841831627097,     0.0002582844001838481
          0,           0,          28,-3.702246369816755,-1.602369818187576,-2.728439223770946, 1.231260153225226, -1.80637573287845,0.8197329986258023,-4.369951715639703,           5,-1.448710470372353,               5,-4.032437989727287,                  5,-2.279098308801771,-1733.339896148415, 1.019004335252319,0.01242259411947771,          37.82397082758926,         -1408.530947243931,      -362.6329197320734,        0.9704474514497888,      0.002552911039171773,    0.04600397276335807,          0.01078158287054756,          0.00133548525281057,     0.0003055259961195796
          0,           0,          29, -3.72673340660597,-1.621008550705368,-2.843955641662185,  1.19651359659194,-1.783559734492724,0.8264972180338723,-4.379751164530499,           5, -1.53263290981217,               5,-3.993752892222902,                  5,-2.184632194082855,-1588.208749244254, 1.026864835378223,0.01274876358045976,          56.67777482343637,         -1291.273426027261,      -353.6130980404284,        0.9789920548147281,      0.002553523705888181,    0.04531925685760659,           0.0110364466819402,         0.001352566963905957,      0.000359749934613605
          0,           0,          30,-3.726354078142184,-1.624221104047559,-2.887904067598605, 1.179879083533036,-1.770165285178567,0.8347296629438443,-4.384190565793469,           5,-1.483037538017899,               5,-3.945668499795485,                  5,-2.108869264905543, -1204.26961240921, 1.035204856490173,0.01287623543108061,          185.5826210570681,          -1079.74771435977,      -310.1045191065078,        0.9880057794329649,      0.002593577038453435,    0.04460550001875506,          0.01104577755493997,         0.001397831443037321,     0.0004326264331033117
          0,           0,          31,-3.712250597056447,-1.619726054240961,-2.888060536946173, 1.184075261074547,-1.772586117917736,0.8245827204662538,-4.390130252616365,           5,-1.384924777952855,               5,-3.892817764175608,                  5,-2.065745204585637,-614.4004494544786, 1.043541662300467,0.0126844546266187,          414.8072263052791,         -796.3336648476788,      -232.8740109120788,        0.9968061399518252,      0.002673700451058336,    0.04406182189758325,          0.01065480313232808,         0.001485887326565131,     0.0005437641677254922
          0,           0,          32,-3.700903217248234,-1.618700318124227,-2.900092812761113,  1.19986903688062,-1.799812112529918,0.7772664364111607,-4.406863762154853,           5,-1.284855408467098,               5,-3.831071491945334,                  5,-2.033474892589835, 105.9844107704929, 1.050750388848144,0.01209303976341147,          714.1517894589034,         -474.2596117954163,      -133.9077668929942,         1.003131293416884,      0.002794451951058602,    0.04482464348020206,         0.009757318384763958,         0.001623158282659854,      0.000712563095987656
          0,           0,          33,-3.702850805647578,-1.631162554695501,-2.817306178411413, 1.203162355479889,-1.839285700959541,0.7421649224539421,-4.427995837754035,           5,-1.226715915594092,               5,-3.799070339792184,                  5,-1.991160425878337, 869.7493107757706, 1.059240646516261,0.01118886354975396,          1042.640000378577,         -144.1320879300427,      -28.75860167276393,         1.006567288465702,      0.002948237838659557,    0.04972512021189975,         0.008471039515943435,         0.001806733613170311,     0.0009110904206402188
          0,           0,          34,-3.714932734081063,-1.651012061070894,-2.768348288136216, 1.188018190454905,-1.873780540700768, 0.772381558753726,-4.443165024513915,           5, -1.17873848424634,               5,-3.770732323808049,                  5,-1.967782533123669, 1609.750754732132, 1.070799824508761,0.01008749430826518,          1368.076908881172,          167.9063458029227,       73.76750004803729,         1.007870545118715,      0.003123903599436912,    0.05980537579060927,         0.007008346102307684,         0.002028488329416178,      0.001050659876541316
          0,           0,          35,-3.734311636723541, -1.67263008027901,-2.798288268267457, 1.163087170214986,-1.889863186255016,0.8458333155781829,-4.448579523416666,           5,-1.140110372434636,               5,-3.771241135465518,                  5,-1.963047425891548, 2253.390204227793, 1.081140941096689,0.008972460454296569,          1664.335189378035,          434.1611537814223,        154.893861068336,         1.007026340770489,      0.003305647170791975,    0.07080895315540768,         0.005562374132229893,         0.002271466817163386,      0.001138619504903289
          0,           0,          36,-3.767902598452272,-1.706601076573668,-2.669253794526481,  1.12888453498434,-1.882845049459212,0.9225994066859285,-4.435410851917465,           5,-1.131241606594617,               5,-3.833623389167184,                  5, -1.98830186049299, 2770.918435540061, 1.083285392811515,0.007981793016817944,          1909.911172908407,          636.6920401372889,       224.3152224943641,         1.004415801891874,       0.00347558561199501,    0.07539400530764535,         0.004303686765956822,         0.002511130992893608,      0.001166975257967513
          0,           0,          37,-3.808364238729294,-1.748516205461432,-2.642303756981523,  1.09591284043868,-1.871387493618743,0.9849471022338346, -4.40073784575299,           5,-1.182530176681968,               5,-3.915235016076218,                  5,-2.028144007842376, 3119.937620595444, 1.078516134421733,0.007233228471012951,          2090.010908985285,          766.6418229054107,       263.2848887047479,         1.000546253325834,      0.003619255708212426,     0.0743506253876873,         0.003319351002601222,         0.002723153587192048,      0.001190723881219681
          0,           0,          38,-3.854005015253724, -1.80164082161516,-2.510459652426824, 1.068498441261223,-1.862434299003666,  1.02588944664951,-4.358148460749169,           5,-1.280000992007905,               5,-3.970791641606638,                  5, -2.07262003287117, 3312.277467546452, 1.069941929815206,0.006777471149629137,          2198.633999270008,          823.1738235767192,       290.4696446997251,        0.9959790615213768,      0.003729005685307557,    0.07023386260852117,         0.002613290163533993,          0.00289092817264732,      0.001273252813447825
          0,           0,          39,-3.890924400730353,-1.852312106218235,-2.692033808675746, 1.045654648853396,-1.869803107741357, 1.039218323403365, -4.32707406336527,           5,-1.411455408293835,               5,-4.007293513091992,                  5,-2.059531819343701, 3348.881165562007, 1.062284078219562,0.006632752750979395,          2238.996740528568,          812.2176886412466,        297.666736392192,        0.9914206014230118,      0.003802413381709036,    0.06706106341484082,         0.002156124877535313,         0.003005353813494163,      0.001471274059949919
          0,           0,          40,-3.917327510708847,-1.895826693331339,-2.863828165134813,  1.02420874533024,-1.888474849304388, 1.031444582466618,-4.317876385919767,           5,-1.465111221983483,               5,-4.057995355599245,                  5,-2.005958848376193, 3253.453270622408, 1.055282952553168,0.00687162551491034,          2220.499392456127,          745.2271122646824,       287.7267659015981,        0.9866632965040963,      0.003808795392637535,    0.06481086065643422,         0.002058598033655995,         0.003002888847597152,      0.001810138633657194
          0,           0,          41,-3.941043806924925,-1.925434725838039,-3.114151422737217, 0.993344621795121,-1.913475622057178, 1.007608163054532,-4.327935231359927,           5,-1.400672452826392,               5,-4.030857814905886,                  5,-1.987720201876748, 3048.936497237592, 1.048943057937947,0.007426135313470877,          2151.608079337516,          633.9836420365367,       263.3447758635393,        0.9818171644840308,      0.003750583266017454,    0.06337531018789871,         0.002249805411391519,         0.002900523506666994,      0.002275806395412363
          0,           0,          42,-3.955675400230382, -1.93008054184563,-3.156911422704684,0.9621177568516395,-1.937334630740432, 0.967340605722756,-4.350746673849127,           5,-1.284124486166774,               5,-4.024373053864572,                  5,-1.998022814249009, 2752.267174690309, 1.043054262741009,0.008209205176514906,          2038.411944420062,          488.2560944014322,       225.5991358688148,        0.9772417135131731,      0.003649715784426948,    0.06216283344340932,         0.002658583537119073,         0.002738273162130481,      0.002812348477265352
          0,           0,          43, -3.95619995826023,-1.918745328733916,-3.199650472042706,0.9442708472806297,-1.955011892096331,0.9147526446651686,-4.377021196315324,           5,-1.146133433178704,               5,-3.963827607800792,                  5,-2.003737908327365, 2386.538155234028, 1.037519485143406,0.009129142956119649,          1888.979992512239,          319.6098977017311,       177.9482650200576,         0.973251874652618,      0.003522567245394376,    0.06074504324539341,         0.003252317278378321,         0.002545241263870052,      0.003331584413871274
          0,           0,          44,-3.950164420315463,-1.903060652474192,-3.165350395272951,0.9414205464544378, -1.93319497196189,0.8563249945339343,-4.387641127987518,           5,-1.041308965550558,               5,-3.699887134553853,                  5,-1.995808938260421, 1985.451789408971, 1.032787985650544,0.01008489925694552,          1716.841237482882,          143.0058240096182,        125.604727916471,        0.9705457076632362,      0.003387008630168494,    0.05885526935713885,         0.003984939900772973,         0.002350037475188738,      0.003749921880983805
          0,           0,          45,-3.954753982756901,-1.902922888332739,-3.051638427822947,0.9345063965884486,-1.771291986060376,0.8816214001646081,-4.405890430241198,           5,-1.021087803653124,               5,-3.714459216560349,                  5,-2.051226291409341,  1598.36434464324, 1.029495159894329,0.01099485863116312,          1543.639010142257,         -20.96835480135533,       75.69368930233838,        0.9697434267263783,      0.003260220663517112,    0.05649151250443372,         0.004783624897201629,         0.002176518824741562,      0.004034714909219925
          0,           0,          46,-3.987359330591797,-1.936427083082047,-2.985789898578143, 0.905104519633339,-1.715266416480538,0.8497729971091006,-4.517606912572361,           5,-1.026428341074732,               5,-3.840417187326386,                  5,-1.960607975744945, 1262.949919102845, 1.027263684035271,0.01177994513248649,          1388.553476717442,          -157.207812467345,       31.60425485274799,        0.9703144674244965,      0.003153001546075565,    0.05379621506469934,         0.005549488850349596,         0.002036783354910317,       0.00419367292722658
          0,           0,          47,-4.039860873944946,-1.992326809944338,-2.994019438547814,0.8439379676327455,-2.101542126470598,  0.41558704760872,-4.731049093134796,           5,-1.017798078368486,               5,-3.345148926064347,                  5,-1.776468327342444, 995.9491561216702, 1.025727361811212,0.01239538066140514,          1260.767656131997,         -259.7118403918414,      -5.106659618485376,        0.9716640526453231,      0.003070367379321398,    0.05099294178656798,         0.006200802838196723,          0.00193411755764393,      0.004260460265564489
          0,           0,          48, -4.09984173969813,-2.053287605354808,-3.030349678310321,0.7791742757332918,-2.327883530220043,0.2602245178937768,-4.822101471462902,           5,-1.029317470146757,               5,-3.362224768531206,                  5,-1.818711587412498, 804.7224992135833, 1.024911491400798,0.0128373021593077,          1164.186979513355,         -326.5455359946018,      -32.91894430517011,        0.9735716909028053,      0.003013994026154518,    0.04832580647183767,         0.006689801805535636,          0.00186778710861237,      0.004279713245159692
          0,           0,          49,-4.159322972930837,-2.109517932538934,-3.084842953559955,0.7146015871774115, -2.33063738818969,0.2824949675643431,-4.858646848775483,           5,-1.061564528187293,               5,-3.472384029405027,                  5,-1.827388252574285, 692.3463947674485, 1.024946198597598,0.01311330312618586,          1100.919089126201,         -358.0991226345489,      -50.47357172420408,        0.9759823320504338,      0.002984186552886227,    0.04597967999427778,         0.006992116881023774,         0.001836039966748303,      0.004285146278413787
          0,           0,          50, -4.21069262077221,-2.155454484381078,-3.160905114720599,0.6573122753105418,-2.310451130481452,0.2952497457114916,-4.884099131179814,           5, -1.11261279144462,               5,-3.517097636269558,                  5,-1.820695829406005, 657.9628267432704, 1.025754497200969,0.01322338769992623,          1071.803744788002,         -356.3068062261207,       -57.5341118186111,        0.9787107266152411,      0.002980508972493825,    0.04406326161323437,         0.007093303821708992,         0.001837076068256597,      0.004293007809960645
          0,           0,          51,-4.245046869963549,-2.186640693333071,-3.251266833708971,0.6136187178484298,-2.299772027698204,0.2882530061343032,-4.899833021671687,           5,-1.169618511084687,               5, -3.52525474109187,                  5,-1.821811676150708, 696.3016758778176, 1.027197759339904,0.01317535527041852,          1075.523486332234,         -324.4097508755995,      -54.81205957881727,        0.9815869820943485,      0.003002087122988657,    0.04260869012256696,         0.006991996680001288,         0.001869444016948322,      0.004313914573468913
          0,           0,          52,-4.257728733770153,-2.201885990705882,-3.334936152378003, 0.591978569681231,-2.304363230395414,0.2653385844819091,-4.910918535480505,           5,-1.209901003270608,               5,-3.519752607880314,                  5,-1.811632790182431, 799.4329926612338, 1.029137680371145,0.01299594467940081,          1109.155167859765,         -266.6784666444636,      -43.04370855406764,        0.9845012296771138,      0.003047403099426471,    0.04158904759460445,         0.006713050988704563,         0.001930059957860302,      0.004352833732835947
          0,           0,          53,-4.252492828863769,-2.202449371406719,-3.409058032393146,0.5920730128157584,-2.324565992970022,0.2243678024005118,-4.925452810590068,           5,-1.206424840438935,               5,-3.509087554155802,                  5,-1.797386116444927, 956.5982236634259, 1.031294824123193,0.01274984437295246,          1168.691342163505,          -188.625615452166,      -23.46750304791326,        0.9872540254714658,      0.003108139250256914,    0.04093265940146983,          0.00633227273387295,           0.0020082754540531,      0.004409296185026413
          0,           0,          54,-4.237210690506071,-2.192335332312616,-3.476255992120553,0.6075213297025589,-2.359118801883846,0.1507405614714305,-4.948936950853446,           5,  -1.1395982193696,               5,-3.488799526967104,                  5,-1.783256151331027, 1153.516775073851, 1.033372524211275,0.01243826557081975,          1248.759284631243,         -97.09868311592231,       1.856173558530137,        0.9896523290570726,      0.003181945238170839,    0.04053824991603166,         0.005853576969569588,         0.002104849241677072,      0.004479839359573086
          0,           0,          55,-4.221450259958158, -2.18063078730276,-3.464663723552933,0.6267779030312772,-2.415874584257013,0.002666935260237487,-4.996443841418969,           5,-1.054731810374797,               5, -3.43362699318202,                  5,-1.778998543262494, 1363.216027253749,  1.03464582755368,0.01207235522846113,          1338.631291113068,          -4.77571260492336,       29.36044874560448,        0.9910923167156108,      0.003265200975895528,    0.04028830986217367,         0.005292981233121385,         0.002216451294407587,      0.004562922700932161
          0,           0,          56,-4.233671895633052,-2.199254506094458,-3.350699198911821,0.6199261809213639,-2.464592362345543,-0.1106713612938336,-5.041729048142178,           5,-1.047580881565151,               5,-3.419645101003604,                  5,-1.797100185993576, 1558.107115810271,  1.03499578438302,0.01168902413691003,          1425.546820630608,          77.32436885132056,       55.23592632834182,        0.9915732992364902,      0.003352000572951245,    0.04007048457357903,          0.00470544137242565,         0.002335876229678341,      0.004647706534806041
          0,           0,          57,-4.271905838087485,-2.244993081373787,-3.326228921597788,   0.5929612232757,-2.500529324873846,-0.1301620845650808,-5.079186904438395,           5,-1.052804372766238,               5, -3.47153532396257,                  5,-1.830501741404495,  1724.84201375699, 1.034876525995861,0.01133479710559926,          1502.019396016716,          144.8939744625791,       77.92864327769469,        0.9916015268354942,      0.003437207787058561,    0.03983779137330776,         0.004148704849731222,         0.002456163728466197,      0.004729928527401838
          0,           0,          58,-4.314071006516244, -2.29282068614051,-3.344223137887472,0.5589511445699711,-2.519420938173559,-0.07798027882966195,-5.104013230936366,           5,-1.066687359720992,               5,-3.540159629519704,                  5,-1.884485946968223,  1857.73032034837, 1.034490709251925,0.01102715483383538,          1565.319785448267,          196.1142385188549,       96.29629638124868,         0.991380311665936,      0.003517851285881674,    0.03959254630010765,         0.003646885294303839,         0.002572795290035687,      0.004807474249495859
